RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
153.3666486,-51.75579109,5.88,-,-,-,4020,88842A,Vel
153.3776346,-66.37281118,5.141,HIP 50083,-,-,4025,88981,Car
153.4342525,-70.03790645,3.33,HIP 50099,-,ω Carinae,4037,89080,Car
153.4413448,-40.34602768,5.893,HIP 50103,-,-,4015,88809,Ant
153.4571025,27.1358236,6.05,HIP 50109,-,-,4006,88639,Leo
153.4856568,-40.31077395,6.325,HIP 50122,-,-,4019,88836,Ant
153.5373343,-23.8139465,6.357,HIP 50142,-,206 G. Hya,-,88806,Hya
153.683982,-42.12194134,3.85,HIP 50191,-,-,4023,88955,Vel
153.7764116,31.46806815,6.46,HIP 50218,-,22 LMi,4014,88786,LMi
153.7819449,59.98554064,6.25,HIP 50222,-,U UMa,4008,88651,UMa
153.8193318,-54.9742079,6.134,HIP 50232,-,-,4038,89104,Vel
153.8369649,-36.51771615,6.158,HIP 50234,-,-,4029,89015,Ant
153.8814955,-43.11236983,5.561,HIP 50241,-,-,4036,89062,Vel
154.0133759,-59.9034086,6.22,HIP 50287,-,-,4043,89263,Car
154.0374903,-11.20341765,6.075,HIP 50292,-,-,4034,89033,Sex
154.0601255,29.31047432,5.488,HIP 50303,-,23 LMi,4024,88960,LMi
154.1170102,28.68248293,6.465,HIP 50316,-,24 LMi,4027,88986,LMi
154.1672264,-51.20463749,6.3,HIP 50332,-,GY Vel,4045,89273,Vel
154.1697399,13.72833442,5.41,HIP 50333,-,37 Leo,4035,89056,Leo
154.1725632,23.41731699,3.41,HIP 50335,Adhafera,ζ Leonis,4031,89025,Leo
154.173989,25.37071531,5.84,HIP 50336,-,-,4032,89024,Leo
154.2707314,-61.33230464,3.35,HIP 50371,-,V337 Car,4050,89388,Car
154.2740802,42.91441381,3.45,HIP 50372,Tania Borealis,λ Ursae Majoris,4033,89021,UMa
154.3105764,23.10621783,5.82,HIP 50384,-,39 Leo,4039,89125,Leo
154.3340893,-46.83493614,6.48,HIP 50391,-,-,-,89328,Vel
154.4075106,-8.068913121,5.24,HIP 50414,-,ϵ Sextantis,4042,89254,Sex
154.5084445,65.10835174,5.76,HIP 50448,-,32 UMa,4026,88983,UMa
154.5316247,-28.99199866,5.53,HIP 50456,-,-,4049,89353,Ant
154.6176841,-41.66848935,5.957,HIP 50480,-,-,4056,89461,Vel
154.6577271,-36.8045653,6.306,HIP 50492,-,-,4053,89442,Ant
154.6579522,-56.11039361,5.8,HIP 50493,-,-,4061,89569,Vel
154.7446967,46.76077639,6.4,HIP 50509,-,-,4044,89268,UMa
154.7529424,24.71213737,6.4,HIP 50516,-,-,4048,89344,Leo
154.7699619,-64.67578227,6.46,HIP 50520,-,-,4065,89715B,Car
154.7711356,-64.67625765,5.67,HIP 50520,-,-,4065,89715,Car
154.7711419,-64.67625874,6.25,-,-,-,4065,89715A,Car
154.8202649,-12.52812262,6.027,HIP 50536,-,209 G. Hya,4055,89455,Hya
154.8847682,-5.106147799,6.361,HIP 50552,-,-,4059,89490,Sex
154.9031363,-55.02930533,4.543,HIP 50555,-,GZ Vel,4063,89682,Vel
154.925126,-65.13723781,6.3,HIP 50562,-,-,-,89805,Car
154.9931273,19.84148522,2.37,HIP 50583,-,γ 1 Leonis,4057,89484,Leo
154.9931436,19.84148867,1.98,HIP 50583,Algieba,* gam01 Leo,4057,89484,Leo
154.9978379,-9.059003191,6.308,HIP 50584,-,-,4060,89565,Sex
155.0616929,53.7794134,6.453,HIP 50606,-,-,4051,89389,UMa
155.0696482,-47.6990905,5.614,HIP 50609,-,-,4066,89736,Vel
155.1297958,54.21683883,6.012,HIP 50635,-,-,4052,89414,UMa
155.2283155,-56.04323771,4.51,HIP 50676,-,MV Vel,4074,89890,Vel
155.2639202,68.74765342,5.9,HIP 50685,-,EN UMa,4047,89343,UMa
155.2831602,-17.98495644,6.499,HIP 50693,-,-,4068,89747,Hya
155.3694318,-23.71083436,6.469,HIP 50728,-,213 G. Hya,4071,89816,Hya
155.4595956,14.97577304,6.163,HIP 50755,-,42 Leo,4070,89774,Leo
155.5434198,-58.2655694,6.35,HIP 50785,-,-,-,90074,Car
155.5440079,41.22953047,5.72,HIP 50786,-,-,4067,89744,UMa
155.5539054,-19.86657175,6.13,HIP 50790,-,217 G. Hya,4076,89911,Hya
155.5816035,-41.64996198,4.83,HIP 50799,-,-,4080,89998,Vel
155.5821987,41.49953826,3.05,HIP 50801,Tania Australis,μ Ursae Majoris,4069,89758,UMa
155.7422774,-66.901496,4.99,HIP 50847,-,-,4089,90264,Car
155.7518662,6.542643116,6.08,HIP 50851,-,43 Leo,4077,89962,Leo
155.7763708,33.9081424,5.9,HIP 50860,-,27 LMi,4075,89904,LMi
155.8047508,-30.16226145,6.25,HIP 50868,-,-,4083,90071,Ant
155.8603259,-4.074032839,5.97,HIP 50885,-,25 Sex,4082,90044,Sex
155.8682075,-0.902247945,6.441,HIP 50887,-,24 Sex,-,90043,Sex
155.872067,-38.00984042,5.329,HIP 50888,-,-,4086,90132,Ant
155.8860693,-3.642853335,6.42,HIP 50893,-,-,-,90057,Sex
155.9192678,-41.95319166,6.242,HIP 50903,-,-,4087,90170,Vel
155.9239995,29.6158542,6.367,HIP 50904,-,-,4078,89993,LMi
155.9609616,-57.95393185,6.325,HIP 50916,-,-,4091,90289,Car
156.0326953,65.5664226,4.93,HIP 50933,-,ET UMa,4072,89822,UMa
156.0358496,33.71852969,5.503,HIP 50935,-,28 LMi,4081,90040,LMi
156.0549049,2.368017541,6.31,HIP 50939,-,-,4085,90125,Sex
156.098773,-74.03161108,4.01,HIP 50954,-,-,4102,90589,Car
156.1854665,-73.97173194,6.174,HIP 50976,-,-,4105,90630,Car
156.2475746,-58.57630226,5.93,HIP 50993,-,-,4095,90454,Car
156.3133146,8.784843846,5.61,HIP 51008,-,44 Leo,4088,90254,Leo
156.3217258,-42.46740442,6.18,HIP 51014,-,-,4093,90393,Vel
156.4344621,-7.059826769,5.56,HIP 51046,-,-,4092,90362,Sex
156.4371811,35.42542781,6.47,HIP 51047,-,29 LMi,-,90250,LMi
156.4783956,33.7961192,4.718,HIP 51056,-,30 LMi,4090,90277,LMi
156.5226089,-16.8362886,3.81,HIP 51069,-,μ Hydrae,4094,90432,Hya
156.5409647,-42.7384924,6.126,HIP 51077,-,-,4099,90518,Vel
156.6538108,-0.988056351,6.305,HIP 51117,-,26 Sex,-,90473,Sex
156.7038395,-54.87730634,5.546,HIP 51140,-,-,4107,90677,Vel
156.752027,19.364535,6.132,HIP 51161,-,-,4097,90472,Leo
156.7879193,-31.06777914,4.25,HIP 51172,-,α Antliae,4104,90610,Ant
156.8519604,-57.63880511,4.7,HIP 51192,-,V399 Car,4110,90772,Car
156.8553491,-65.70466188,5.991,HIP 51194,-,-,4115,90874,Car
156.8668488,41.60099108,6.007,HIP 51200,-,-,4096,90470,UMa
156.867,-57.626,4.3,-,-,IC 2581,-,-,Car
156.9124538,9.762391668,6.04,HIP 51213,-,45 Leo,4101,90569,Leo
156.9697074,-58.73940618,3.81,HIP 51232,-,-,4114,90853,Car
156.9708317,36.70721001,4.21,HIP 51233,-,β Leonis Minoris,4100,90537,LMi
157.0087302,-49.40580232,6.086,HIP 51245,-,-,4111,90798,Vel
157.0161789,48.784901,6.5,-,-,-,4098,90508A,UMa
157.0760798,-63.16456766,6.426,HIP 51265,-,V507 Car,-,90966,Car
157.1521651,45.21221188,6.357,HIP 51290,-,-,4103,90602,UMa
157.1831627,-3.74239103,6.032,HIP 51302,-,-,4109,90763,Sex
157.2190617,-64.17227996,5.27,HIP 51313,-,-,4120,91056,Car
157.2656095,-65.17624546,6.418,HIP 51327,-,-,-,91094,Car
157.3695954,-2.739075781,5.18,HIP 51362,-,δ Sextantis,4116,90882,Sex
157.3707212,-29.66383322,5.565,HIP 51364,-,224 G. Hya,4117,90957,Hya
157.3974118,-30.60706511,5.56,HIP 51376,-,δ Antliae,4118,90972,Ant
157.4234569,84.25193024,5.51,HIP 51384,-,-,4062,89571,Cam
157.4768202,65.62623118,6.309,HIP 51401,-,35 UMa,4106,90633,UMa
157.526865,38.92513217,5.784,HIP 51420,-,32 LMi,4113,90840,LMi
157.5366079,-66.98465453,6.191,HIP 51425,-,V655 Car,4129,91272,Car
157.5728345,-0.637031816,5.1,HIP 51437,-,β Sextantis,4119,90994,Sex
157.5838657,-71.99279386,4.71,HIP 51438,-,-,4138,91375,Car
157.6107748,64.25768839,6.09,HIP 51448,-,-,4108,90745,UMa
157.6635194,-61.35647662,6.401,HIP 51461,-,-,4128,91270,Car
157.7448486,-7.63754802,6.2,HIP 51490,-,-,4122,91106,Sex
157.7448526,-7.637549449,6.32,HIP 51490,-,-,4122,91106A,Sex
157.7493213,-13.58847091,5.58,HIP 51491,-,225 G. Hya,4123,91120,Hya
157.7585855,-73.22149262,4.92,HIP 51495,-,-,4142,91496,Car
157.7696164,82.55865174,5.252,HIP 51502,-,-,4084,90089,Cam
157.8409203,-53.71548361,4.89,HIP 51523,-,-,4134,91324,Vel
157.9528245,-28.23710146,6.03,HIP 51551,-,227 G. Hya,4130,91280,Hya
157.9640642,32.37955702,5.905,HIP 51556,-,33 LMi,4124,91130,LMi
157.9860039,-45.06965407,5.99,HIP 51560,-,-,4136,91356,Vel
157.9875,-45.0681,5.16,HIP 515610,-,* s Vel,4135,91355,Vel
157.9893189,-45.06671779,5.668,HIP 51561,-,-,4135,91355,Vel
158.0061045,-61.68533195,3.27,HIP 51576,-,p Car,4140,91465,Car
158.049056,14.13726969,5.46,HIP 51585,-,46 Leo,4127,91232,Leo
158.1400398,-44.61850559,5.903,HIP 51610,-,-,4139,91437,Vel
158.1992053,-58.66674416,6.006,HIP 51623,-,-,4144,91533,Car
158.2027933,9.306584817,3.87,HIP 51624,Shaomin,ρ Leonis,4133,91316,Leo
158.23692,-47.00335121,5.027,HIP 51635,-,-,4143,91504,Vel
158.3023743,-13.40424389,6.5,HIP 51656,-,-,-,91434,Hya
158.3078747,40.42554634,4.715,HIP 51658,-,-,4132,91312,UMa
158.3557878,-58.19014901,6.26,HIP 51676,-,-,4147,91619,Car
158.378796,34.98869462,5.58,HIP 51685,-,34 LMi,4137,91365,LMi
158.5036857,-23.74516917,5.06,HIP 51718,-,44 Hya,4145,91550,Hya
158.5529644,-60.98762937,6.238,HIP 51732,-,-,4151,91767,Car
158.7000563,6.953750278,5.07,HIP 51775,-,48 Leo,4146,91612,Leo
158.7404145,-23.17624635,6.098,HIP 51795,-,231 G. Hya,4149,91706,Hya
158.7590017,8.650431245,5.79,HIP 51802,-,* 49 Leo A,4148,91636,Leo
158.7728764,75.71290186,4.853,HIP 51808,-,-,4126,91190,Dra
158.7903906,57.08263537,5.148,HIP 51814,-,37 UMa,4141,91480,UMa
158.7933854,-43.66458675,6.1,HIP 51816,-,-,4154,91805,Vel
158.8035459,-39.56259001,5.38,HIP 51821,-,U Ant,4153,91793,Ant
158.8531682,-76.30898238,6.293,HIP 51835,-,-,4170,92209,Cha
158.8671065,-78.60778854,4.12,HIP 51839,-,γ Chamaeleontis,4174,92305,Cha
158.8970744,-57.5576336,4.43,HIP 51849,-,-,4159,91942,Car
158.91193,-18.56897764,6.479,HIP 51852,-,233 G. Hya,4152,91790,Hya
158.9404,-60.1261,6.3,-,-,C 1033-598,-,-,Car
158.9554893,-58.22428186,6.43,HIP 51866,-,-,-,91969,Car
159.0081524,80.49462952,6.46,HIP 51883,-,-,4121,91075,Dra
159.0694121,-16.34432678,6.012,HIP 51905,-,ϕ 2 Hydrae,4156,91880,Hya
159.0854976,-59.56439384,5.088,HIP 51912,-,-,4164,92063,Car
159.089254,36.3269278,6.287,HIP 51914,-,35 LMi,4150,91752,LMi
159.1349247,-12.23012223,5.71,HIP 51933,-,236 G. Hya,4158,91889,Hya
159.307186,-27.41263553,4.89,HIP 51979,-,-,4162,92036,Hya
159.3171367,-53.85525926,6.417,HIP 51984,-,-,-,92155,Vel
159.3256268,-48.22566619,3.84,HIP 51986,-,p Vel,4167,92139,Vel
159.3627839,-58.73333782,5.45,HIP 52004,-,-,4169,92207,Car
159.3886373,-13.38454248,4.82,HIP 52009,-,U Hya,4163,92055,Hya
159.4677753,34.0786307,6.4,HIP 52032,-,36 LMi,-,92000,LMi
159.5110099,-57.25630271,5.876,HIP 52043,-,V514 Car,4173,92287,Car
159.6456153,-16.87656519,4.903,HIP 52085,-,ϕ 3 Hydrae,4171,92214,Hya
159.6800534,31.97623983,4.677,HIP 52098,-,37 LMi,4166,92125,LMi
159.6874844,-59.18299575,4.87,HIP 52102,-,-,4177,92397,Car
159.689074,-59.2624147,6.48,HIP 52103,-,-,-,92399,Car
159.7096416,-42.75344345,6.114,HIP 52112,-,-,4175,92328,Vel
159.7100658,-12.44362411,6.045,HIP 52113,-,243 G. Hya,4172,92245,Hya
159.7484178,-58.816854,5.979,HIP 52127,-,-,4179,92436,Car
159.773565,53.66829963,5.537,HIP 52136,-,-,4165,92095,UMa
159.8162297,-74.49338615,6.064,HIP 52150,-,-,4186,92682,Car
159.8266356,-55.60326798,4.267,HIP 52154,-,-,4180,92449,Vel
159.8451307,-64.11178841,6.314,HIP 52160,-,-,-,92536,Car
159.8511574,-55.60712264,6.06,-,-,-,-,92463,Vel
160.0476977,-65.10020906,5.52,HIP 52221,-,-,4185,92664,Car
160.2147464,-35.7417156,6.389,HIP 52273,-,-,4183,92589,Ant
160.3229827,-59.67691555,6.42,HIP 52308,-,WR 22,4188,92740,Car
160.3507748,-1.741491971,6.25,HIP 52316,-,33 Sex,4182,92588,Sex
160.4510771,68.4435008,5.729,HIP 52338,-,-,4176,92354,UMa
160.4646684,-79.78328811,5.969,HIP 52340,-,DR Cha,4206,93237,Cha
160.546954,31.69699594,6.02,HIP 52366,-,RX LMi,4184,92620,LMi
160.5588303,-64.46642611,4.82,HIP 52370,-,V518 Car,4196,92938,Car
160.5592,-59.1456,6.2,-,-,Cl Bochum 10,-,-,Car
160.6307195,-13.9745157,6.228,HIP 52391,-,245 G. Hya,4190,92770,Hya
160.6690269,-59.21575842,5.51,HIP 52405,-,-,4198,92964,Car
160.6799348,-32.71567028,5.624,HIP 52407,-,-,4194,92845,Ant
160.7391749,-64.39445022,2.76,HIP 52419,-,θ Carinae,4199,93030,Car
160.7578434,26.32556352,5.506,HIP 52422,-,40 LMi,4189,92769,LMi
160.7668363,69.07621383,4.992,HIP 52425,-,-,4181,92523,UMa
160.8371702,4.747670042,6.09,HIP 52452A,-,-,-,92841A,Sex
160.8371704,4.74766569,5.79,HIP 52452,-,35 Sex,4193,92841,Sex
160.8539875,23.18840327,5.07,HIP 52457,-,41 LMi,4192,92825,LMi
160.8845395,-60.56662077,4.545,HIP 52468,-,V520 Car,4200,93070,Car
160.9305269,57.19919968,5.782,HIP 52478,-,39 UMa,4187,92728,UMa
160.9545517,18.31298715,6.5,HIP 52484,-,-,-,92884,Leo
160.9633088,-64.24904189,5.748,HIP 52487,-,-,4204,93163,Car
160.9677413,-60.11778324,6.48,HIP 52488,-,WR 24,-,93131,Car
160.986,-59.553,5.5,-,-,Cl Trumpler 14,-,-,Car
161.0287552,-63.96107482,4.789,HIP 52502,-,-,4205,93194,Car
161.0606151,19.7588329,6.266,HIP 52513,-,-,4197,92941,Leo
161.083444,-70.85972536,6.233,HIP 52520,-,-,4211,93344,Car
161.0954522,-59.99332514,6.24,HIP 52526,-,QZ Car,-,93206,Car
161.1123371,-72.44349787,6.261,HIP 52535,-,-,4213,93372,Car
161.134734,-70.85525977,6.442,HIP 52537,-,-,4212,93359,Car
161.2647742,-59.6844309,6.48,-,-,* eta Car,4210,93308B,Car
161.2667939,67.41138307,5.95,HIP 52577,-,VY UMa,4195,92839,UMa
161.2894046,2.487973805,6.271,HIP 52584,-,36 Sex,4201,93102,Sex
161.3180613,-80.46959423,6.04,HIP 52595,-,* del01 Cha A,4231,93779A ,Cha
161.3193701,-80.46957233,6.38,HIP 52595,-,* del01 Cha B,4231,93779B,Cha
161.4458597,-80.54018818,4.433,HIP 52633,-,δ 2 Chamaeleontis,4234,93845,Cha
161.4662278,30.68230763,5.352,HIP 52638,-,42 LMi,4203,93152,LMi
161.523667,6.373183003,6.368,HIP 52660,-,37 Sex,4207,93244,Leo
161.5689472,-64.51456179,5.34,HIP 52678,-,-,4219,93540,Car
161.5711103,-60.60287236,6.268,HIP 52679,-,-,4217,93502,Car
161.5936719,57.36591282,6.34,HIP 52685,-,41 UMa,4202,93132,UMa
161.6022754,18.8915223,5.492,HIP 52686,-,51 Leo,4208,93257,Leo
161.6053216,14.19464504,5.478,HIP 52689,-,52 Leo,4209,93291,Leo
161.6232839,-64.26323713,5.229,HIP 52701,-,-,4220,93549,Car
161.6547591,-43.19267399,6.28,HIP 52709,-,-,-,93453,Vel
161.6923962,-49.42025994,2.69,HIP 52727,-,μ Velorum,4216,93497,Vel
161.6931046,-49.41989514,5.58,HIP 52727,-,* mu. Vel B,4216,93497B,Vel
161.700322,-69.20978659,6.35,HIP 52730,-,-,-,93649,Car
161.7134124,-64.38347349,4.83,HIP 52736,-,-,4222,93607,Car
161.7168942,-17.29687492,5.44,HIP 52737,-,-,4214,93397,Hya
161.7394725,-56.75719192,5.23,HIP 52742,-,-,4221,93563,Vel
161.8775195,-69.43773301,6.35,HIP 52785,-,-,-,93739,Car
161.9099852,-57.46740981,6.248,HIP 52797,-,-,4226,93662,Car
161.9346561,-59.87525588,6.47,HIP 52806,-,-,-,93695,Car
161.9730692,-64.26283469,6.452,HIP 52815,-,-,-,93738,Car
162.0225282,-59.91916251,6.015,HIP 52827,-,V522 Car,4228,93737,Car
162.0587954,-31.68784691,5.858,HIP 52841,-,252 G. Hya,4225,93657,Hya
162.168981,-1.958895707,5.93,HIP 52863,-,-,4224,93655,Sex
162.1727891,-47.74989663,6.5,HIP 52865,-,-,-,93773,Vel
162.2077936,65.13249,6.398,HIP 52877,-,-,4215,93427,UMa
162.2384505,29.41605573,6.149,HIP 52882,-,43 LMi,4223,93636,LMi
162.3142932,10.54519958,5.312,HIP 52911,-,53 Leo,4227,93702,Leo
162.3518129,-59.3237894,5.91,HIP 52922,-,-,4239,93943,Car
162.3518619,-59.32378319,6.12,HIP 52922,-,-,4239,93943A,Car
162.369997,63.81002544,6.43,HIP 52929,-,-,-,93551,UMa
162.4062011,-16.19364706,3.11,HIP 52943,-,ν Hydrae,4232,93813,Hya
162.4312154,-9.852690522,5.842,HIP 52948,-,-,4233,93833,Sex
162.47386,27.97394756,6.047,HIP 52959,-,44 LMi,4230,93765,LMi
162.4875737,-34.05818454,5.599,HIP 52965,-,-,4238,93905,Ant
162.5752349,-8.897764938,5.791,HIP 52980,-,41 Sex,4237,93903,Sex
162.7725339,-3.092666722,5.941,HIP 53035,-,-,4240,94014,Sex
162.7958682,56.58225736,5.661,HIP 53043,-,43 UMa,4235,93859,UMa
162.8488393,59.32011985,5.562,HIP 53064,-,42 UMa,4236,93875,UMa
162.9453282,-57.27230394,6.285,HIP 53100,-,-,-,94275,Car
163.0570528,1.024972626,6.37,HIP 53141,-,18 G. Leo,4244,94180,Leo
163.1192986,-79.55943793,6.338,HIP 53151,-,-,4268,94717,Cha
163.128525,-57.24040501,5.25,HIP 53154,-,V524 Car,4250,94367,Car
163.1335769,52.50360482,6.43,HIP 53157,-,-,4242,94084,UMa
163.1503863,-0.201660661,6.294,HIP 53167,-,19 G. Leo,4245,94237,Leo
163.3278715,34.21489213,3.83,HIP 53229,Praecipua,-,4247,94264,LMi
163.3381929,-58.89345269,6.25,HIP 53231,-,-,-,94491,Car
163.3539945,-2.255169533,6.117,HIP 53240,-,20 G. Leo,4249,94363,Leo
163.3730509,-20.13872946,5.24,HIP 53252,-,-,4251,94388,Hya
163.3735671,-58.85317037,3.79,HIP 53253,-,-,4257,94510,Car
163.3871015,-15.44583565,6.34,HIP 53259,-,-,4252,94386,Cra
163.3891832,-56.42049784,6.41,HIP 53260,-,-,-,94508,Vel
163.3935503,54.5851274,5.111,HIP 53261,-,44 UMa,4246,94247,UMa
163.4253269,-70.72033754,5.99,HIP 53272,-,-,4262,94650,Car
163.4253386,-70.72033581,6.39,-,-,CD-70 756A,-,-,Car
163.4321346,-2.129205552,5.449,HIP 53273,-,-,4253,94402,Leo
163.4947538,43.18995751,4.664,HIP 53295,-,ω Ursae Majoris,4248,94334,UMa
163.574071,-13.75803752,5.651,HIP 53316,-,-,4255,94481,Cra
163.6233442,-61.82662162,5.9,HIP 53334,-,-,4266,94683,Car
163.6756975,25.49072426,6.187,HIP 53355,-,48 LMi,4254,94480,LMi
163.7424124,34.03479856,5.725,HIP 53377,-,47 LMi,4256,94497,UMa
163.7542215,-42.25110069,6.11,HIP 53379,-,KQ Vel,4263,94660,Vel
163.798229,-20.66496209,6.444,HIP 53387,-,258 G. Hya,4261,94619,Hya
163.8217575,-60.5170011,5.92,HIP 53394,-,T Car,4271,94776,Car
163.863374,-43.02052578,6.4,HIP 53411,-,-,-,94724,Vel
163.9033191,24.7497173,4.32,HIP 53417,-,54 Leo,4259,94601,Leo
163.903339,24.74972842,4.477,HIP 53417,-,* 54 Leo A,4259,94601,Leo
163.9052018,24.74904162,6.29,HIP 53417,-,* 54 Leo B,4260,94602,Leo
163.9266504,0.736919271,5.93,HIP 53423,-,55 Leo,4265,94672,Leo
163.9349345,33.50692896,5.034,HIP 53426,-,46 UMa,4258,94600,UMa
164.0061178,6.185372588,5.78,HIP 53449,-,56 Leo,4267,94705,Leo
164.0604944,42.00815475,6.034,HIP 53465,-,-,4264,94669,UMa
164.0702201,22.35168093,6.139,HIP 53472,-,-,4269,94720,Leo
164.1434462,25.50024392,6.354,HIP 53492,-,50 LMi,4270,94747,LMi
164.1793801,-37.13776741,4.6,HIP 53502,-,ι Antliae,4273,94890,Ant
164.2826956,-50.76501689,5.898,HIP 53530,-,IW Vel,4274,94985,Vel
164.3157591,-75.0997613,6.122,HIP 53546,-,-,4279,95208,Car
164.4507778,-59.73218986,6.11,HIP 53589,-,U Car,4276,95109,Car
164.8072578,-33.73759318,5.73,HIP 53699,-,259 G. Hya,4282,95221,Hya
164.8073243,-84.59389381,6.185,HIP 53702,-,η Octantis,4312,96124,Oct
164.8083695,-61.32075935,6.18,HIP 53701,-,-,4290,95324,Car
164.8244523,51.88237471,6.197,HIP 53706,-,-,4275,95057,UMa
164.878863,-16.35370432,5.879,HIP 53723,-,-,4284,95234,Cra
164.8866138,36.09310073,6,HIP 53726,-,-,4278,95129,UMa
164.9436048,-18.29878622,4.07,HIP 53740,Alkes,α Crateris,4287,95272,Cra
164.9867808,77.77017349,6.184,HIP 53761,-,-,4272,94860,Dra
164.9974084,-43.80711039,5.799,HIP 53762,-,-,4292,95347,Vel
165.0344896,-51.81780185,6.143,HIP 53771,-,-,4296,95429,Vel
165.0386009,-42.22585844,4.39,HIP 53773,-,-,4293,95370,Vel
165.0487201,-14.08336917,5.857,HIP 53778,-,-,4289,95314,Cra
165.0612696,45.52627397,5.448,HIP 53781,-,-,4280,95212,UMa
165.1064799,51.502101,6.39,HIP 53798,-,-,4283,95233,UMa
165.1401964,3.617497885,4.838,HIP 53807,-,58 Leo,4291,95345,Leo
165.1510365,-53.11183288,6.44,HIP 53811,-,-,-,95509,Vel
165.1699307,-31.83937007,6.051,HIP 53818,-,260 G. Hya,4298,95456,Hya
165.1866751,6.10144522,4.977,HIP 53824,-,59 Leo,4294,95382,Leo
165.2100716,39.21207634,5.062,HIP 53838,-,49 UMa,4288,95310,UMa
165.2391174,-15.79268225,6.36,HIP 53849,-,-,4297,95441,Cra
165.2735735,63.4210978,6.358,HIP 53860,-,-,4286,95256,UMa
165.4569845,-2.484590457,4.75,HIP 53907,-,61 Leo,4299,95578,Leo
165.4603323,56.38243365,2.37,HIP 53910,Merak,β Ursae Majoris,4295,95418,UMa
165.5823986,20.17984005,4.398,HIP 53954,-,60 Leo,4300,95608,Leo
165.601888,-26.83150562,6.202,HIP 53963,-,-,4302,95698,Hya
165.8105854,-0.752341695,6.117,HIP 54027,-,30 G. Leo,4303,95771,Leo
165.811997,-11.30346899,5.511,HIP 54029,-,-,4305,95808,Cra
165.8169021,-31.96085072,6.444,HIP 54030,-,263 G. Hya,4307,95857,Hya
165.8641092,70.03073772,6.43,HIP 54038,-,-,-,95572,UMa
165.902217,-13.4349136,6.343,HIP 54048,-,-,4308,95870,Cra
165.9024662,-0.000830693,5.927,HIP 54049,-,62 Leo,4306,95849,Leo
165.9316619,61.75087309,4.86,HIP 54061,Dubhe B,* alf UMa B,4301,95689,UMa
165.9319526,61.75103334,1.87,HIP 54061,Dubhe A,* alf UMa A,4301,95689A,UMa
165.9319647,61.75103469,1.79,HIP 54061,Dubhe,α Ursae Majoris,4301,95689,UMa
166.0009664,-57.95533821,6.13,HIP 54082,-,-,-,96088,Car
166.1300038,-47.67910434,5.668,HIP 54137,-,-,4311,96113,Vel
166.1301182,38.24136113,6.02,HIP 54136,-,51 UMa,4309,95934,UMa
166.225819,-35.8046713,5.414,HIP 54173,-,-,4313,96146,Ant
166.2542825,7.336006703,4.62,HIP 54182,-,χ Leonis,4310,96097,Leo
166.2671245,-49.39229989,6.102,HIP 54185,-,-,4316,96224,Vel
166.3329273,-27.2936241,4.912,HIP 54204,-,χ 1 Hydrae,4314,96202,Hya
166.391587,-11.08893418,6.086,HIP 54214,-,-,4315,96220,Cra
166.489875,-27.28785353,5.71,HIP 54255,-,χ 2 Hydrae,4317,96314,Hya
166.523917,-51.21292022,6.281,HIP 54264,-,2 G. Cen,4318,96407,Cen
166.6010569,-64.83997197,6.381,HIP 54289,-,-,4326,96568,Car
166.6146395,-50.95672611,6.294,HIP 54291,-,3 G. Cen,4321,96484,Cen
166.6220302,-58.67502407,6.03,HIP 54294,-,-,4323,96544,Car
166.6351103,-62.42411406,4.606,HIP 54301,-,-,4325,96566,Car
166.68,-59.82,4.7,-,-,Cl Feinstein 1,-,-,Car
166.6834516,17.73736338,6.392,HIP 54319,-,-,-,96372,Leo
166.7078144,-70.87794637,5.57,HIP 54327,-,-,4329,96706,Car
166.8195413,-42.63867989,5.24,HIP 54360,-,V815 Cen,4327,96616,Cen
166.8922138,-48.63998332,6.42,HIP 54380,-,5 G. Cen,-,96660,Cen
166.9154417,23.3237633,6.468,HIP 54388,-,64 Leo,4322,96528,Leo
167.0657343,-29.97248862,6.453,HIP 54430,-,270 G. Hya,4331,96723,Hya
167.1416576,-61.9471757,5.19,HIP 54461,-,-,4338,96919,Car
167.1474532,-58.97503863,3.83,HIP 54463,-,V382 Car,4337,96918,Car
167.1832921,-28.08065386,5.421,HIP 54477,-,-,4334,96819,Hya
167.204533,24.65849378,5.698,HIP 54487,-,67 Leo,4332,96738,Leo
167.329498,36.30937955,5.74,HIP 54522,-,CO UMa,4333,96813,UMa
167.4104181,43.20773435,5.89,HIP 54537,-,-,4336,96834,UMa
167.415777,67.21021009,6.061,HIP 54540,-,EP UMa,4330,96707,UMa
167.4158679,44.49848775,3.01,HIP 54539,-,ψ Ursae Majoris,4335,96833,UMa
167.4724751,-32.36752912,5.766,HIP 54561,-,272 G. Hya,4339,97023,Hya
167.8730866,-71.4361908,6.335,HIP 54673,-,-,4349,97472,Car
167.9144947,-22.82584805,4.449,HIP 54682,-,β Crateris,4343,97277,Cra
167.91667,-60.30972,3.9,-,-,Cl Collinder 240,-,-,Car
167.9323165,14.40015362,6.295,HIP 54688,-,-,4341,97244,Leo
167.9910005,-26.80611641,6.43,HIP 54703,-,274 G. Hya,-,97344,Hya
168.0147489,-58.42335713,6.33,HIP 54708,-,V532 Car,-,97451,Car
168.0424573,-46.26675563,6.27,HIP 54718,-,7 G. Cen,-,97413,Cen
168.0455864,68.2718704,6.43,HIP 54721,-,-,4340,97138,UMa
